id,en,ch,manualTag,tranlatedTag,tatoebaEnId,tatoebaChId,wordDifficulty,syllablesCount,combinedDifficulty,isOneHundredPoints
1506,What do the initials NTT stand for?,NTT這個縮寫是什麼意思？,"日常, 職場",,280184,903597,12,9,17.4,TRUE
1507,That company is managed by a foreigner.,這家公司由一個外國人經營。,"日常, 職場",,523073,908321,5,13,16.5,TRUE
1508,He is always a little irritable in the morning.,他早上總是有點脾氣暴躁。,"日常, 職場",,1790821,843504,8,13,18.6,TRUE
1509,I'll send a message to Tom.,我會發訊息給湯姆。,"日常, 職場",,2544246,5945150,4,7,9.8,TRUE
1511,They refused.,他們拒絕了。,"日常, 職場",,2111364,6073881,2,4,5.4,TRUE
1512,You work hard.,你很努力工作。,"日常, 職場",,15993,1992630,1,3,3.7,TRUE
1513,Why did you quit?,你為什麼辭職？,"日常, 職場",,36413,825991,2,4,5.4,TRUE
1514,He worked very hard.,他很努力工作。,"日常, 職場",,291584,336920,1,6,6.7,TRUE
1515,How much is it?,多少錢?,"日常, 旅遊, 購物",,2418,761442,1,4,4.7,TRUE
1516,Where am I?,我在哪裡？,"日常, 旅遊",,255212,884699,1,3,3.7,TRUE
1517,Where am I?,這是什麼地方?,"日常, 旅遊",,255212,884701,1,3,3.7,TRUE
1518,Here we are!,我們到了！,"日常, 旅遊",,54174,819471,1,3,3.7,TRUE
1519,Here comes the train.,火車來了。,"日常, 旅遊",,33133,919712,0,5,5,TRUE
1520,Where's the bathroom?,廁所在哪裡？,"日常, 旅遊",,634087,6158451,0,4,4,TRUE
1521,Many thanks.,非常感謝！,"日常, 招呼",,322178,334426,0,3,3,TRUE
1522,You're welcome.,不客氣。,"日常, 招呼",,403068,7767730,1,3,3.7,TRUE
1524,She's my type.,她是我的菜。,"日常, 戀愛",,314284,3742628,2,3,4.4,TRUE
1525,Does love exist?,愛存在嗎？,"日常, 戀愛",,1743386,3957689,2,4,5.4,TRUE
1526,You should know it.,你應該知道的。,"日常, 學校, 職場",,327658,793227,0,4,4,TRUE
1527,Are we done?,我們結束了嗎？,"日常, 學校, 職場",,1553536,1783788,1,3,3.7,TRUE
1528,I'll attend.,我會參加。,"日常, 學校, 職場",,435424,819296,3,3,5.1,TRUE
1529,We can begin.,我們可以開始了。,"日常, 學校, 職場",,2241034,6145407,1,4,4.7,TRUE
1530,Where is my seat?,我的位子在哪裡？,"日常, 學校, 職場",,251304,799298,2,4,5.4,TRUE
1531,Few students could understand what he said.,很少有學生能了解他說的話。,"日常, 學校",,283596,875344,3,10,12.1,TRUE
1532,Few students could understand what he said.,幾乎沒有學生能懂他所說的話。,"日常, 學校",,283596,875345,3,10,12.1,TRUE
1533,I want you guys to do me a favor.,我想要大家幫我個忙。,"日常, 學校",,2145013,5091648,4,10,12.8,TRUE
1534,You have to study Japanese harder.,你必須更努力學習日語。,"日常, 學校",,69722,872126,1,10,10.7,TRUE
1535,Lightning is usually followed by thunder.,閃電常常伴隨著雷鳴。,"日常, 學校",,27162,798210,4,12,14.8,TRUE
1536,Mistakes like these are easily overlooked.,這種錯誤很容易被人忽視。,"日常, 學校",,60429,845118,6,13,17.2,TRUE
1537,Let's start!,讓我們開始吧。,"日常, 學校",,387428,819465,1,2,2.7,TRUE
1539,Have you read this book yet?,你看過這本書了嗎？,"日常, 學校",,16676,836403,1,6,6.7,TRUE
1540,I'm reading.,我正在看書。,"日常, 學校",,1349059,5640765,1,3,3.7,TRUE
1541,He's studying.,他正在讀書。,"日常, 學校",,593281,3713556,0,3,3,TRUE
1542,This is my book.,這是我的書。,"日常, 學校",,463306,334383,1,4,4.7,TRUE
1543,Are you students?,你們是學生嗎？,"日常, 學校",,71256,3713599,2,4,5.4,TRUE
1544,Who wrote Hamlet?,哈姆雷特是誰寫的？,"日常, 學校",,35096,819432,7,4,8.9,TRUE
1545,Whose turn is it?,輪到誰了？,"日常, 學校",,435279,819406,1,4,4.7,TRUE
1547,Here is your book.,這是你的書。,"日常, 學校",,70392,826213,1,4,4.7,TRUE
1548,How was your test?,你考得怎麼樣？,"日常, 學校",,39449,473012,3,4,6.1,TRUE
1549,How was your trip?,你的旅行怎麼樣?,"日常, 學校",,1140188,390497,1,4,4.7,TRUE
1550,Let's get started.,讓我們開始吧。,"日常, 學校",,442919,819465,1,4,4.7,TRUE
1551,Let's get started.,讓我們開始吧。,"日常, 學校",,442919,1358651,1,4,4.7,TRUE
1552,This book is small.,這本書很小。,"日常, 學校",,56916,5869913,1,4,4.7,TRUE
1553,I've won first prize!,我得了第一名,"日常, 學校",,73092,826280,3,4,6.1,TRUE
1554,He studied hard.,他用功唸書。,"日常, 學校",,1908967,6103217,1,4,4.7,TRUE
1555,Where is the bank?,銀行在哪裡？,"日常, 學校",,48623,504872,1,4,4.7,TRUE
1556,Really?,真的假的？,日常,,,,1,2,2.7,TRUE
1557,Do you like black cats?,你喜歡黑色的貓嗎？,日常,,69436,832998,0,5,5,TRUE
1558,We all wondered why she had dumped such a nice man.,我們都想知道她為什麼要甩了一個這麼好的男人,日常,,23071,917770,6,14,18.2,TRUE
1559,Really?,你確定？,日常,,373216,4208543,1,2,2.7,TRUE
1560,Are you busy on Sunday afternoon?,你週日下午忙嗎？,日常,,281819,844503,2,10,11.4,TRUE
1561,Will he be able to come tomorrow?,他明天可以來嗎？,日常,,68116,334610,3,9,11.1,TRUE
1562,What are you going to do tomorrow?,你明天要做什麼？,日常,,68902,895573,1,9,9.7,TRUE
1564,Do you have any plans for Saturday?,你週六有什麼計劃？,日常,,279525,870106,2,10,11.4,TRUE
1565,Have you eaten your dinner already?,你吃過晚飯了嗎？,日常,,31140,842427,1,10,10.7,TRUE
1566,I am convinced that he is innocent.,我相信他是無辜的。,日常,,283570,881095,8,11,16.6,TRUE
1567,Who is that woman holding the flowers?,那個拿著​​花的女人是誰？,日常,,289634,811040,2,10,11.4,TRUE
1568,Have you finished writing the letter yet?,你寫完信了嗎？,日常,,69742,887698,2,11,12.4,TRUE
1569,She's collecting material for a book.,她正在為一本書蒐集材料,日常,,575318,333927,9,10,16.3,TRUE
1570,This is the worst movie I have ever seen.,這是我看過最爛的電影了。,日常,,55721,336952,1,10,10.7,TRUE
1571,I just wish we could leave this horrible place.,我只是希望我們能離開這個可怕的地方。,日常,,40902,336673,5,10,13.5,FALSE
1572,Is there anything you want that you don't have?,有什麼你想要，但是你沒有的東西嗎？,日常,,16867,476533,3,11,13.1,TRUE
1573,He doesn't seem to be an American.,他似乎不是美國人。,日常,,67487,882172,3,11,13.1,TRUE
1574,She doesn't seem to be an American.,她似乎不是美國人。,日常,,534188,893535,3,11,13.1,TRUE
1575,Life without love is just totally pointless.,沒有愛情的生活毫無意義。,日常,,1609,334157,4,11,13.8,TRUE
1576,I once wanted to be an astrophysicist.,我曾經想過要當個太空物理學家。,日常,,1316,36,9,11,17.3,TRUE
1577,"After she had lunch, she got ready to go out.",吃過午飯後，她準備好要出門了。,日常,,277604,830469,2,12,13.4,TRUE
1578,He graduated from Tokyo University.,他畢業於東京大學。,日常,,301931,832988,7,12,16.9,TRUE
1579,I don't want there to be any misunderstanding.,我不想有任何誤會。,日常,,36652,336691,6,14,18.2,TRUE
1580,I don't want to hear any more of your complaining.,我不想再聽你抱怨了。,日常,,2122,396369,4,14,16.8,TRUE
1581,I've been wanting to see that movie for a long time.,我想看那部電影好久了。,日常,,3293513,5650459,2,12,13.4,TRUE
1582,How many different kinds of pizzas are on the menu?,菜單上有多少種不同的披薩？,日常,,2912071,6149016,4,15,17.8,TRUE
1583,"If he had taken his doctor's advice, he might still be alive.",如果他聽了醫生的建議，他可能還活著。,日常,,283360,794154,10,16,23,TRUE
1584,Oh no!,不會吧。,日常,,1299275,5092475,0,2,2,TRUE
1585,Got it?,你懂了嗎？,日常,,455353,7768205,0,2,2,TRUE
1586,Why me?,為什麼是我？,日常,,24958,796834,0,2,2,TRUE
1587,Who won?,誰贏了？,日常,,2005190,5102365,0,2,2,TRUE
1589,I'll pay.,我來付錢。,日常,,411285,819298,2,2,3.4,TRUE
1590,I'm cold.,我覺得好冷。,日常,,455947,471387,1,2,2.7,TRUE
1591,Let's go!,走吧。,日常,,241077,334277,1,2,2.7,TRUE
1592,Who died?,誰死了？,日常,,2005187,5102361,1,2,2.7,TRUE
1593,It snowed.,下雪了。,日常,,1181168,780269,0,3,3,TRUE
1594,Of course!,當然！,日常,,433730,771439,0,2,2,TRUE
1595,Of course.,當然。,日常,,433492,825987,0,2,2,TRUE
1596,Of course.,那當然。,日常,,433492,4970077,0,2,2,TRUE
1597,Oh please!,噢，拜託了！,日常,,1349961,1394939,1,2,2.7,TRUE
1598,Well done!,做得好！,日常,,464478,4261676,0,2,2,TRUE
1599,Well done!,幹的好！,日常,,464478,7767580,0,2,2,TRUE
1601,Let's walk.,我們去走走吧。,日常,,2007935,5897892,1,2,2.7,TRUE
1602,Let's leave.,走吧。,日常,,2007931,334277,2,2,3.4,TRUE
1603,That's life.,這就是人生,日常,,515472,771492,0,2,2,TRUE
1604,They hugged.,他們互相擁抱。,日常,,2111370,5698029,3,3,5.1,TRUE
1605,Tom's wrong.,是湯姆的錯。,日常,,2107659,6293100,2,2,3.4,TRUE
1606,What's that?,那是什麼？,日常,,66989,465906,0,2,2,TRUE
1607,What's this?,這是什麼？,日常,,413821,4,0,2,2,TRUE
1608,I'm thrilled.,我太高興了。,日常,,2111678,6091682,6,3,7.2,TRUE
1609,Sweet dreams!,祝你有個好夢！,日常,,30054,3781063,0,2,2,TRUE
1610,They're fake.,它們是假的。,日常,,2111296,7769298,4,2,4.8,TRUE
1611,Tom's thrilled.,湯姆非常高興。,日常,,2107625,5094100,6,3,7.2,TRUE
1612,I'm starving!,我餓死了！,日常,,1754,388516,4,3,5.8,TRUE
1614,I'll come back.,我會回來的。,日常,,261982,512881,2,3,4.4,TRUE
1615,You'll get lost.,你會迷路的。,日常,,323487,794250,3,3,5.1,TRUE
1616,It's OK.,沒關係。,日常,,413756,333730,1,2,2.7,TRUE
1617,Excuse me.,不好意思。,日常,,433504,472304,2,3,4.4,TRUE
1618,He's lazy.,他很懶。,日常,,2030108,343917,1,3,3.7,TRUE
1619,Am I wrong?,我錯了嗎？,日常,,410779,825125,2,3,4.4,TRUE
1620,Can I help?,我可以幫忙嗎?,日常,,266051,908384,1,3,3.7,TRUE
1622,I can swim.,我會游泳。,日常,,256178,918075,1,3,3.7,TRUE
1623,No problem!,沒問題！,日常,,413611,2043289,1,3,3.7,TRUE
1624,No problem.,沒關係。,日常,,551443,333730,1,3,3.7,TRUE
1625,No problem.,沒問題。,日常,,551443,343630,1,3,3.7,TRUE
1627,What is it?,這是什麼？,日常,,42849,4,1,3,3.7,TRUE
1628,Are you Tom?,你是湯姆嗎？,日常,,1495916,2163114,2,3,4.4,TRUE
1629,Are you mad?,您生氣了嗎？,日常,,18965,476597,2,3,4.4,TRUE
1630,Are you mad?,你生氣了嗎？,日常,,18965,476598,2,3,4.4,TRUE
1631,Are you sad?,你很難過嗎？,日常,,1755584,6073888,1,3,3.7,TRUE
1632,Can you see?,你能看到嗎？,日常,,1553530,1783787,1,3,3.7,TRUE
1633,How are you?,你們好嗎？,日常,,373320,1761553,1,3,3.7,TRUE
1634,How are you?,你好嗎？,日常,,373320,6559017,1,3,3.7,TRUE
1635,I can't say.,我不能說。,日常,,24897,796833,1,4,4.7,TRUE
1636,I said that.,我是那樣說的。,日常,,433643,824597,0,3,3,TRUE
1637,It can't be!,這不可能！,日常,,1501,334699,2,4,5.4,TRUE
1638,It can't be!,不可能！,日常,,1501,503298,2,4,5.4,TRUE
1640,Who drew it?,誰畫的？,日常,,442064,819363,1,3,3.7,TRUE
1641,Who is next?,下一個是誰？,日常,,801609,7768204,2,3,4.4,TRUE
1642,Whose is it?,這是誰的？,日常,,873579,1314463,1,3,3.7,TRUE
1643,Are you lost?,您迷路了嗎？,日常,,280393,465006,3,3,5.1,TRUE
1644,Are you lost?,你迷路了嗎？,日常,,280393,465008,3,3,5.1,TRUE
1645,Are you sure?,你確定嗎？,日常,,1326,343645,1,3,3.7,TRUE
1646,Can you come?,你能來嗎？,日常,,38302,832793,1,3,3.7,TRUE
1647,Can you swim?,你會游泳嗎?,日常,,16300,771557,1,3,3.7,TRUE
1648,Did you call?,你打過電話了嗎？,日常,,433689,824517,1,3,3.7,TRUE
1649,Do you smoke?,你吸煙嗎?,日常,,506948,406354,1,3,3.7,TRUE
1650,Do you smoke?,您吸煙嗎？,日常,,506948,7767753,1,3,3.7,TRUE
1651,I don't care.,我無所謂。,日常,,2323,431470,2,4,5.4,TRUE
1652,I'm bleeding.,我在流血。,日常,,2111754,7768262,4,3,5.8,TRUE
1654,What is that?,那是什麼？,日常,,464592,465906,1,3,3.7,TRUE
1655,What is that?,那是什麼啊？,日常,,464592,1420649,1,3,3.7,TRUE
1656,What is this?,這是什麼？,日常,,392210,4,1,3,3.7,TRUE
1657,Who built it?,這是誰蓋的？,日常,,276317,334743,1,3,3.7,TRUE
1658,Are you tired?,你累了嗎?,日常,,317830,727916,1,4,4.7,TRUE
1659,Can you skate?,你會溜冰嗎？,日常,,70016,332557,4,3,5.8,TRUE
1660,He can't swim.,他不會游泳。,日常,,293929,734834,1,4,4.7,TRUE
1661,Shall we walk?,我們該走過去嗎？,日常,,320508,5574796,1,3,3.7,TRUE
1662,We've arrived.,我們已經到了。,日常,,410594,825155,2,4,5.4,TRUE
1663,Where are you?,你在哪？,日常,,2168,346124,1,3,3.7,TRUE
1664,Who helps her?,誰能來幫幫她？,日常,,276385,2411931,0,3,3,TRUE
1665,Whose is this?,這是誰的？,日常,,2302,1314463,1,3,3.7,TRUE
1666,You could run.,你可以跑過去。,日常,,2254961,6333813,1,3,3.7,TRUE
1667,You should go.,你應該去。,日常,,518556,832786,0,3,3,TRUE
1668,You should go.,你該去。,日常,,518556,844117,0,3,3,TRUE
1669,Aren't you Tom?,你不是湯姆嗎?,日常,,37392,727800,3,4,6.1,TRUE
1670,I've seen that.,我曾見過。,日常,,433647,824531,0,3,3,TRUE
1671,Let's just eat.,我們開動吧。,日常,,2007893,6105304,2,3,4.4,TRUE
1672,Tom can't swim.,湯姆不會游泳。,日常,,1026731,5072434,2,4,5.4,TRUE
1673,Tom's fearless.,湯姆無所畏懼。,日常,,2107511,2188407,2,3,4.4,TRUE
1674,Tom's laughing.,湯姆在笑。,日常,,2107557,5072342,2,3,4.4,TRUE
1675,Where were you?,之前你在哪裡？,日常,,16486,1778322,1,3,3.7,TRUE
1676,Who's that man?,那男人是誰？,日常,,1886552,7773140,0,3,3,TRUE
1677,Green suits you.,綠色很適合你。,日常,,17538,824561,2,3,4.4,TRUE
1678,Let's turn back.,我們掉頭吧！,日常,,27144,472905,2,3,4.4,TRUE
1679,Men should work.,男人應該工作。,日常,,1479231,334672,0,3,3,TRUE
1680,Spring has come.,春天到了。,日常,,441964,1490515,0,3,3,TRUE
1681,There's no rush.,不急。,日常,,1839564,2638704,2,3,4.4,TRUE
1683,We've lost them.,我們失去他們了。,日常,,2254492,6568326,2,3,4.4,TRUE
1685,Who is that man?,那男人是誰？,日常,,67951,7773140,1,4,4.7,TRUE
1686,"Look, she said.",“看啊！” 她說道。,日常,,33123,4265204,0,3,3,TRUE
1687,There's no doubt.,毫無疑問。,日常,,2361,404456,2,3,4.4,TRUE
1688,What's your name?,你叫什麼名字？,日常,,408293,346883,0,3,3,TRUE
1689,What's your name?,您叫什麼名字？,日常,,408293,444659,0,3,3,TRUE
1690,Where's your dog?,你的狗在哪裡？,日常,,1886591,3627962,0,3,3,TRUE
1692,Tom sat down.,湯姆坐下了。,日常,,2237642,4977379,2,3,4.4,TRUE
1693,Tom came back.,湯姆回來了。,日常,,2236132,6936200,2,3,4.4,TRUE
1694,Tom walked out.,湯姆走了出去。,日常,,2261170,6206740,2,4,5.4,TRUE
1695,She worked hard.,她努力工作。,日常,,312575,817269,1,4,4.7,TRUE
1696,I think so.,我想也是,日常,,254072,824631,1,3,3.7,TRUE
1697,That is mine.,那是我的。,日常,,67126,6728904,1,3,3.7,TRUE
1698,He tries hard.,他努力地嘗試。,日常,,293742,882979,1,3,3.7,TRUE
1699,He's not home.,他不在家。,日常,,1310853,765282,1,3,3.7,TRUE
1700,It's well done.,做得好。,日常,,2366,1776598,0,3,3,TRUE
1701,That's a shame.,那是一個恥辱。,日常,,435170,824604,3,3,5.1,TRUE
1702,Who's that guy?,那傢伙是誰？,日常,,2254911,5595183,2,3,4.4,TRUE
1703,Black suits you.,黑色很適合你。,日常,,3140021,408242,2,3,4.4,TRUE
1704,Here's the bill.,這是賬單。,日常,,2245561,7774826,2,3,4.4,TRUE
1705,Where's my wife?,我的妻子在哪裡？,日常,,2254657,6132404,1,3,3.7,TRUE
1706,That makes sense.,那有道理。,日常,,780859,781532,1,4,4.7,TRUE
1707,We'll talk later.,我們等等再談。,日常,,1893660,3043963,2,4,5.4,TRUE
1708,Can I help you?,我能幫你嗎？,日常,,25095,6559076,1,4,4.7,TRUE
1709,He doesn't lie.,他不說謊。,日常,,1173825,5865517,2,4,5.4,TRUE
1710,You idiot!,你白痴！,日常,,418475,462028,5,3,6.5,TRUE
1711,I am coming.,我來了。,日常,,65918,826249,1,4,4.7,TRUE
1712,Are you busy?,你在忙嗎？,日常,,68948,1241266,2,4,5.4,TRUE
1713,Are you busy?,您在忙嗎？,日常,,68948,7772049,2,4,5.4,TRUE
1714,I've decided.,我決定了。,日常,,2111662,6114438,1,4,4.7,TRUE
1715,It's amazing.,太神奇了。,日常,,52021,1415890,3,4,6.1,TRUE
1716,Anything else?,還有別的嗎？,日常,,434224,5102215,2,3,4.4,TRUE
1717,Are you angry?,您生氣了嗎？,日常,,476326,476597,1,4,4.7,TRUE
1719,Are you happy?,你快樂嗎？,日常,,16164,819454,1,4,4.7,TRUE
1720,Are you ready?,您準備好了嗎？,日常,,376424,799300,2,4,5.4,TRUE
1721,Are you ready?,你們準備好了嗎？,日常,,376424,799301,2,4,5.4,TRUE
1722,Are you ready?,你準備好了嗎？,日常,,376424,799302,2,4,5.4,TRUE
1723,How about you?,那你呢?,日常,,16491,825883,0,4,4,TRUE
1724,I can see Tom.,我看得見湯姆。,日常,,2301319,4977389,2,4,5.4,TRUE
1725,I must go now.,我現在必須走了。,日常,,486448,826159,2,4,5.4,TRUE
1726,I think I can.,我想我可以。,日常,,433759,819370,1,4,4.7,TRUE
1727,She's dieting.,她在節食中。,日常,,1396194,1878324,3,3,5.1,TRUE
1728,She's dieting.,她在節食。,日常,,1396194,7767995,3,3,5.1,TRUE
1729,Are you crying?,你在哭嗎？,日常,,1886352,3718942,2,3,4.4,TRUE
1730,Can I eat this?,我可以吃這個嗎?,日常,,54937,411609,1,4,4.7,TRUE
1732,He sang a song.,他唱了一首歌。,日常,,283456,427999,1,4,4.7,TRUE
1733,I'm behind him.,我在他後面。,日常,,403370,825930,2,4,5.4,TRUE
1734,Summer is over.,夏天結束了。,日常,,394438,7774794,0,5,5,TRUE
1735,This is a book.,這是一本書。,日常,,55399,336921,1,4,4.7,TRUE
1737,"Yes, I know it.",是的，我知道。,日常,,433589,834241,0,4,4,TRUE
1738,Are you kidding?,你在開玩笑嗎？,日常,,270147,7768013,1,4,4.7,TRUE
1739,Are you thirsty?,你會渴嗎？,日常,,434258,3365590,3,4,6.1,TRUE
1740,Can you help me?,你能幫我嗎？,日常,,434410,6559040,1,4,4.7,TRUE
1741,Can you help me?,您能幫我嗎？,日常,,434410,7772052,1,4,4.7,TRUE
1743,How old are you?,你幾歲?,日常,,436243,779497,1,4,4.7,TRUE
1744,I had no choice.,那時我沒有選擇的餘地。,日常,,1553472,1783803,2,4,5.4,TRUE
1745,I want that bag.,我想要那個袋子。,日常,,68478,824622,0,4,4,TRUE
1746,I've had enough.,我已經受夠了。,日常,,433859,826273,1,4,4.7,TRUE
1747,I've had enough.,我已經吃飽了。,日常,,433859,826276,1,4,4.7,TRUE
1748,Let's not argue.,我們別吵了。,日常,,2007873,2660863,4,3,5.8,TRUE
1749,Maybe next time.,也許下一次吧。,日常,,1516119,710745,2,3,4.4,TRUE
1750,This is too big.,這個太大了。,日常,,55535,775872,1,4,4.7,TRUE
1751,Time for dinner.,晚餐時間到了。,日常,,324656,336431,1,4,4.7,TRUE
1752,We have no time.,我們沒時間。,日常,,31348,335818,0,4,4,TRUE
1753,What did he say?,他說了什麼？,日常,,28006,462064,0,4,4,TRUE
1754,What is missing?,少了什麼？,日常,,25227,472901,2,4,5.4,TRUE
1755,What time is it?,幾點了？,日常,,428402,501536,1,4,4.7,TRUE
1756,What time is it?,現在幾點？,日常,,428402,6486894,1,4,4.7,TRUE
1757,What time is it?,幾點了？,日常,,428402,6559031,1,4,4.7,TRUE
1758,When can we eat?,我們什麼時候可以吃飯？,日常,,322004,824584,1,4,4.7,TRUE
1759,Who is this boy?,這個男孩是誰？,日常,,1388966,2004693,1,4,4.7,TRUE
1760,Why did you cry?,你為什麼哭了？,日常,,827946,343391,1,4,4.7,TRUE
1761,Your time is up.,你的時間到了。,日常,,17347,771351,1,4,4.7,TRUE
1762,Are you finished?,你結束了嗎？,日常,,1839436,4844819,2,5,6.4,TRUE
1763,Aren't you happy?,你不快樂嗎?,日常,,16747,771414,2,5,6.4,TRUE
1764,Do you trust her?,你相信她嗎?,日常,,776107,776999,2,4,5.4,TRUE
1765,For what purpose?,為了什麼目的？,日常,,433515,819462,2,4,5.4,TRUE
1766,I almost drowned.,我差點淹死。,日常,,31565,920109,4,5,7.8,TRUE
1767,I couldn't sleep.,我睡不著。,日常,,322736,917855,2,4,5.4,TRUE
1768,I'm free tonight.,我今晚有空。,日常,,243357,916648,2,4,5.4,TRUE
1769,It can't be true.,那不可能是真的。,日常,,42088,346766,3,5,7.1,TRUE
1770,Let's fly a kite.,我們來放風箏吧。,日常,,449022,825963,3,4,6.1,TRUE
1771,Nothing happened.,什麼事都沒有發生。,日常,,24616,780347,2,5,6.4,TRUE
1772,She kept working.,她不停地工作。,日常,,388559,825173,1,4,4.7,TRUE
1774,There's no water.,沒有水。,日常,,1349700,1444292,0,4,4,TRUE
1775,This book is new.,這本書是新的。,日常,,56910,791383,1,4,4.7,TRUE
1776,Tom can run fast.,Tom可以跑得很快。,日常,,37069,832469,2,4,5.4,TRUE
1777,Tom cannot drive.,湯姆不能開車。,日常,,1548370,6673100,3,4,6.1,TRUE
1778,Tom likes it hot.,湯姆喜歡熱的。,日常,,1868072,5900172,2,5,6.4,TRUE
1779,Tom lost his job.,湯姆丟了工作。,日常,,37096,819350,4,4,6.8,TRUE
1780,We lost the game.,我們比賽輸了。,日常,,248786,1411666,2,4,5.4,TRUE
1781,What did she say?,她說了什麼？,日常,,461204,461639,0,4,4,TRUE
1782,What did she say?,她說了什麼?,日常,,461204,765245,0,4,4,TRUE
1783,What did you buy?,你買了什麼？,日常,,24674,832944,0,4,4,TRUE
1784,What do you have?,您有什麼？,日常,,69589,335327,0,4,4,TRUE
1786,What do you make?,你做了什麼？,日常,,511884,826252,0,4,4,TRUE
1787,What woke you up?,什麼吵醒你了?,日常,,16268,793225,0,4,4,TRUE
1788,What's she doing?,她在做什麼？,日常,,388890,826129,0,3,3,TRUE
1789,Will you join us?,你會加入我們嗎？,日常,,237669,833778,2,4,5.4,TRUE
1790,You shouldn't go.,你不該去。,日常,,405481,832945,1,4,4.7,TRUE
1791,Do you drink beer?,你喝啤酒嗎？,日常,,1761849,4264903,1,4,4.7,TRUE
1792,How should I know?,我怎麼知道？,日常,,25498,710670,0,4,4,TRUE
1794,I can't stand him.,我受不了他。,日常,,395036,782167,1,5,5.7,TRUE
1796,They're in danger.,他們有危險。,日常,,1651935,6119318,2,4,5.4,TRUE
1797,This desk is mine.,這張桌子是我的。,日常,,59851,826178,1,4,4.7,TRUE
1798,This is your book.,這是你的書。,日常,,55976,826213,1,4,4.7,TRUE
1799,Tom couldn't swim.,湯姆不會游泳。,日常,,1831474,5072434,3,4,6.1,TRUE
1800,Tom likes to knit.,湯姆喜歡編織。,日常,,37015,825945,4,5,7.8,TRUE
1801,What did you make?,你做了什麼？,日常,,24693,333012,0,4,4,TRUE
1802,What do you think?,你覺得如何？,日常,,914029,735175,0,4,4,TRUE
1803,What does it mean?,這是什麼意思？,日常,,43211,469553,1,4,4.7,TRUE
1804,What is your name?,你叫什麼名字？,日常,,70623,346883,1,4,4.7,TRUE
1805,What is your name?,您叫什麼名字？,日常,,70623,444659,1,4,4.7,TRUE
1806,What's for supper?,我們晚飯吃什麼？,日常,,1539914,1323692,2,4,5.4,TRUE
1807,What's the matter?,怎麼了？,日常,,394894,334413,1,4,4.7,TRUE
1809,When was it built?,它是什麼時候蓋好的？,日常,,66024,1236365,2,4,5.4,TRUE
1810,When was she born?,她是什麼時候出生的？,日常,,310506,332914,2,4,5.4,TRUE
1811,Aren't you thirsty?,你不渴嗎？,日常,,240641,7822206,4,5,7.8,TRUE
1812,I can't drink milk.,我不可以喝牛奶。,日常,,1084522,2147732,1,5,5.7,TRUE
1813,I can't drink milk.,我不能喝牛奶。,日常,,1084522,2147887,1,5,5.7,TRUE
1814,I think he'll come.,我想他會來的吧。,日常,,304557,405729,1,4,4.7,TRUE
1815,Look what happened.,看看發生了什麼。,日常,,1898341,5344341,1,5,5.7,TRUE
1816,This house is mine.,這間房子是我的。,日常,,60147,718459,1,4,4.7,TRUE
1818,What happened then?,那時候發生了什麼事？,日常,,816062,816892,2,5,6.4,TRUE
1819,What just happened?,剛剛發生了什麼事？,日常,,1628159,3044037,2,5,6.4,TRUE
1820,Which hat is yours?,哪一頂帽子是你的？,日常,,453576,336689,2,4,5.4,TRUE
1821,The train just left.,列車已經出發。,日常,,326232,482704,2,4,5.4,TRUE
1822,This is their house.,這是他們家。,日常,,55437,487586,1,4,4.7,TRUE
1823,We are good friends.,我們是好朋友。,日常,,249493,1441661,1,4,4.7,TRUE
1825,When will you leave?,你什麼時候要離開？,日常,,66004,825876,2,4,5.4,TRUE
1826,Perhaps you're right.,也許你是對的。,日常,,1898277,7768335,2,4,5.4,TRUE
1827,Those are their books.,這是他們的書。,日常,,66998,5617148,1,4,4.7,TRUE
1828,What's wrong with you?,你到底是怎麼回事啊？,日常,,664250,3897850,1,4,4.7,TRUE
1829,Where are your things?,你的東西在哪裡?,日常,,17110,793235,1,4,4.7,TRUE
1830,He got angry.,他生氣了。,日常,,507233,389804,0,4,4,TRUE
1831,Mary came in.,瑪麗進來了。,日常,,388762,826109,1,4,4.7,TRUE
1832,He lied to us.,他欺騙了我們。,日常,,388832,826013,1,4,4.7,TRUE
1833,He shot at me.,他對我開槍。,日常,,71962,793302,2,4,5.4,TRUE
1834,He just arrived.,他剛到。,日常,,451727,451439,3,5,7.1,TRUE
1835,I called Tom up.,我打電話給湯姆了。,日常,,255286,826242,2,5,6.4,TRUE
1836,She looked away.,她轉移了視線。,日常,,512653,825166,1,5,5.7,TRUE
1837,She woke him up.,她叫醒了他。,日常,,887596,2680426,0,4,4,TRUE
1838,He went bankrupt.,他破產了。,日常,,715082,7768010,4,4,6.8,TRUE
1839,The well ran dry.,這口井乾涸了。,日常,,27887,866153,1,4,4.7,TRUE
1840,We just moved in.,我們才剛搬進來。,日常,,1893787,2511500,2,5,6.4,TRUE
1841,I walked to school.,我走路到學校。,日常,,320498,838611,0,5,5,TRUE
1842,Is he breathing?,他在呼吸嗎?,日常,,239892,772142,4,4,6.8,TRUE
1843,I'm staying home.,我在家裡待著。,日常,,1547728,6151299,1,5,5.7,TRUE
1844,He's a DJ.,他是一個 DJ 。,日常,,1383444,1878329,7,3,7.9,TRUE
1845,It's 3:30.,3點半了。,日常,,456175,795758,0,3,3,TRUE
1846,He lives alone.,他一個人生活。,日常,,811376,346797,1,5,5.7,TRUE
